,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date,Scheme Category,Scheme Sub-category,Regular/Direct,IDCW Scheme,Bonus Option,Reinvestment Scheme,Benchmark
1779,152775,INF200KB1308,INF200KB1316,SBI Innovative Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option,8.6885,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1780,119705,INF200K01SB6,-,SBI Magnum COMMA Fund - DIRECT PLAN - Growth,103.1476,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1781,119613,INF200K01RZ7,INF200K01SA8,SBI Magnum Comma Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),58.6959,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1782,103145,INF200K01339,-,SBI Magnum COMMA Fund - REGULAR PLAN - Growth,95.5821,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1783,103146,INF200K01313,INF200K01321,SBI Magnum Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),54.2534,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1784,119710,INF200K01SL5,INF200K01SM3,SBI Magnum Global Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),132.8392,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1785,119711,INF200K01SN1,-,SBI MAGNUM GLOBAL FUND - DIRECT PLAN -GROWTH,372.135,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1786,103114,INF200K01255,INF200K01263,SBI Magnum Global Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),103.3895,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1787,103034,INF200K01271,-,SBI MAGNUM GLOBAL FUND - REGULAR PLAN -GROWTH,338.4358,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Mnc
1788,119732,INF200K01UY4,-,SBI PSU Fund - DIRECT PLAN - GROWTH,32.7479,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1789,119733,INF200K01UW8,INF200K01UX6,SBI PSU Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),32.7001,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1790,112923,INF200K01BD8,INF200K01BE6,SBI PSU Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),29.8297,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1791,113099,INF200K01BC0,-,SBI PSU Fund - REGULAR PLAN -Growth,29.8331,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1792,153154,INF200KB1506,-,SBI Quant Fund- Direct Plan- Growth,9.1374,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1793,153151,INF200KB1514,INF200KB1522,SBI Quant Fund- Direct Plan- Income Distribution cum Capital Withdrawal Option (IDCW),9.1373,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1794,153153,INF200KB1472,-,SBI Quant Fund- Regular Plan- Growth,9.1078,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1795,153152,INF200KB1480,INF200KB1498,SBI Quant Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW),9.1078,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,
1796,120578,INF200K01RV6,-,SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,223.6947,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1797,119731,INF200K01RT0,INF200K01RU8,SBI Technology Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),158.8824,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1798,120577,INF200K01VS4,-,SBI TECHNOLOGY OPPORTUNITIES FUND - REGULAR PLAN - GROWTH,196.9838,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1799,100643,INF200K01420,INF200K01438,SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),118.6209,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1800,153076,INF680P01455,-,Shriram Multi Sector Rotation Fund - Direct Plan Growth Option,7.8352,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1801,153077,INF680P01463,-,Shriram Multi Sector Rotation Fund - Regular Plan Growth Option,7.7925,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1802,152677,INF903JA1LQ6,-,Sundaram Business Cycle Fund Direct Plan Growth,10.2069,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1803,152676,INF903JA1LR4,-,Sundaram Business Cycle Fund Direct Plan IDCW Payout,10.2069,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1804,152673,-,INF903JA1LS2,Sundaram Business Cycle Fund Direct Plan IDCW Reinvestment,10.2069,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty 500
1805,152678,INF903JA1LN3,-,Sundaram Business Cycle Fund Regular Plan Growth,10.0806,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1806,152674,INF903JA1LO1,-,Sundaram Business Cycle Fund Regular Plan IDCW Payout,10.0806,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1807,152675,-,INF903JA1LP8,Sundaram Business Cycle Fund Regular Plan IDCW Reinvestment,10.0806,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty 500
1808,119595,INF903J01NH5,-,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth),98.1391,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1809,113373,INF903J01579,INF903J01587,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW),31.9314,2018-11-30,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1810,103743,INF903J01546,INF903J01553,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),27.2521,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1811,119594,INF903J01NF9,INF903J01NG7,Sundaram Consumption Fund (Formerly Known asSundaram Rural and Consumption Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),30.3018,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1812,102142,INF903J01561,-,Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth),89.7498,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1813,119597,INF903J01NB8,-,Sundaram Financial Services Opportunities Fund Direct Plan - Growth,106.9242,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1814,119596,INF903J01MZ9,INF903J01NA0,Sundaram Financial Services Opportunities Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),33.6976,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1815,109061,INF903J01652,-,Sundaram Financial Services Opportunities Fund Institutional Plan - Growth,104.9194,2025-01-22,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1816,109060,INF903J01637,INF903J01645,Sundaram Financial Services Opportunities Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW),33.8495,2025-01-06,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1817,109059,INF903J01629,-,Sundaram Financial Services Opportunities Fund Regular Plan - Growth,95.1228,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1818,109058,INF903J01603,INF903J01611,Sundaram Financial Services Opportunities Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),29.489,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1819,129212,INF903J01F92,-,Sundaram Infrastructure Advantage Fund Direct Plan - Growth,90.9353,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1820,129211,INF903J01G00,INF903J01G18,Sundaram Infrastructure Advantage Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),56.0285,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1821,129213,INF903J01F68,-,Sundaram Infrastructure Advantage Fund Regular Plan - Growth,85.2267,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1822,129210,INF903J01F76,INF903J01F84,Sundaram Infrastructure Advantage Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),52.2424,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1823,144835,INF903JA1FA2,-,Sundaram Services Fund Direct Plan - Growth,33.6807,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Services Sector
1824,144836,INF903JA1FB0,-,Sundaram Services Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW) ,23.1167,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Services Sector
1825,144837,INF903JA1FC8,-,Sundaram Services Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW) ,23.1167,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty Services Sector
1826,144838,INF903JA1EX7,-,Sundaram Services Fund Regular Plan - Growth,31.2194,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Services Sector
1827,144839,INF903JA1EY5,-,Sundaram Services Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW) ,21.4041,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Services Sector
1828,144834,INF903JA1EZ2,-,Sundaram Services Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW) ,21.4041,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty Services Sector
1829,135789,INF277K01Z28,-,TATA Banking & Financial Services Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,45.4721,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1830,135792,-,INF277K01Z36,TATA Banking & Financial Services Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,45.4721,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty Financial Services
1831,135790,INF277K01Y94,-,TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,36.0616,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1832,135791,-,INF277K01Z02,TATA Banking & Financial Services Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,36.0616,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty Financial Services
1833,135793,INF277K01Z10,-,Tata Banking And Financial Services Fund-Direct Plan-Growth,45.4721,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1834,135794,INF277K01Y86,-,Tata Banking And Financial Services Fund-Regular Plan-Growth,39.2077,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1835,149071,INF277KA1166,-,Tata Business Cycle Fund-Direct Plan-Growth,18.5166,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1836,149066,INF277KA1174,-,Tata Business Cycle Fund-Direct Plan-IDCW Payout,18.5166,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1837,149067,-,INF277KA1182,Tata Business Cycle Fund-Direct Plan-IDCW Reinvestment,18.5166,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty 500
1838,149068,INF277KA1190,-,Tata Business Cycle Fund-Regular Plan-Growth,17.4404,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1839,149070,INF277KA1208,-,Tata Business Cycle Fund-Regular Plan-IDCW Payout,17.4404,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1840,149069,-,INF277KA1216,Tata Business Cycle Fund-Regular Plan-IDCW Reinvestment,17.4404,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty 500
1841,135795,INF277K01Z85,-,TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,51.6295,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1842,135798,-,INF277K01Z93,TATA Digital India Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,51.6295,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty It
1843,135796,INF277K01Z51,-,TATA Digital India Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,44.4747,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1844,135799,-,INF277K01Z69,TATA Digital India Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,44.4747,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty It
1845,135800,INF277K01Z77,-,Tata Digital India Fund-Direct Plan-Growth,51.6295,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1846,135797,INF277K01Z44,-,Tata Digital India Fund-Regular Plan-Growth,44.4747,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1847,119172,INF277K01NG4,-,Tata Ethical Fund -Direct Plan- Growth Option,411.4872,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500 Shariah
1848,119171,INF277K01NE9,INF277K01NF6,Tata Ethical Fund- Direct Plan - Payout of IDCW Option,225.893,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500 Shariah
1849,101833,INF277K01EH1,INF277K01949,Tata Ethical Fund- Regular Plan - Payout of IDCW Option,147.4269,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500 Shariah
1850,100415,INF277K01956,-,Tata Ethical Fund-Regular Plan - Growth Option,361.7133,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500 Shariah
1851,150532,INF277KA1497,-,Tata Housing Opportunities Fund - Direct Plan - Growth,14.2925,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1852,150534,INF277KA1513,-,Tata Housing Opportunities Fund - Direct Plan - IDCW Payout,14.2925,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1853,150533,-,INF277KA1505,Tata Housing Opportunities Fund - Direct Plan - IDCW Reinvestment,14.2925,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty Housing
1854,150537,INF277KA1521,-,Tata Housing Opportunities Fund - Regular Plan - Growth,13.6625,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1855,150535,INF277KA1547,-,Tata Housing Opportunities Fund - Regular Plan - IDCW Payout,13.6625,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Housing
1856,150536,-,INF277KA1539,Tata Housing Opportunities Fund - Regular Plan - IDCW Reinvestment,13.6625,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty Housing
1857,135806,INF277K014A4,-,TATA India Consumer Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,46.8598,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1858,135801,-,INF277K015A1,TATA India Consumer Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,46.8598,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty India Consumption
1859,135802,INF277K011A0,-,TATA India Consumer Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option,37.6907,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1860,135803,-,INF277K012A8,TATA India Consumer Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,37.6907,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty India Consumption
1861,135805,INF277K013A6,-,Tata India Consumer Fund-Direct Plan-Growth,46.8598,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1862,135804,INF277K010A2,-,Tata India Consumer Fund-Regular Plan-Growth,40.8727,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1863,153055,INF277KA1CU2,-,Tata India Innovation Fund- Direct Growth,8.9475,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1864,153057,INF277KA1CW8,-,Tata India Innovation Fund- Direct IDCW payout,8.9475,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1865,153056,-,INF277KA1CV0,Tata India Innovation Fund- Direct IDCW Reinvestment,8.9475,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Reinvestment Scheme,Nifty 500
1866,153059,INF277KA1CR8,-,Tata India Innovation Fund- Regular Growth,8.8985,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
